Pitch motor $u_\theta$ [V],Yaw motor $u_\psi$ [V],Pitch angle $\theta$ [rad],Yaw angle $\psi$ [rad],Sample time $\Delta t$ [s]
1.3527,0.74441,-0.52287,0.82379,
1.3527,0.74441,-0.51842,0.81246,
1.3527,0.74441,-0.51882,0.81003,
1.3527,0.74441,-0.51842,0.81246,
1.3527,0.74441,-0.52004,0.80598,
1.3527,0.74441,-0.52692,0.81893,
1.3527,0.74441,-0.52044,0.80598,
1.3527,0.74441,-0.52085,0.80598,
1.3527,0.74441,-0.52571,0.82217,
1.3527,0.74441,-0.52449,0.82622,
1.3527,0.74441,-0.52247,0.81974,
1.3527,0.74441,-0.52571,0.82055,
1.3527,0.74441,-0.52368,0.82865,
1.3527,0.74441,-0.51963,0.81327,
1.3527,0.74441,-0.51923,0.81003,
1.3527,0.74441,-0.5253,0.8246,
1.3527,0.74441,-0.52004,0.80679,
1.3527,0.74441,-0.52368,0.82622,
1.3527,0.74441,-0.52206,0.8157,
1.3527,0.74441,-0.52166,0.81732,
1.3527,0.74441,-0.52247,0.82055,
1.3527,0.74441,-0.52652,0.81893,
1.3527,0.74441,-0.52085,0.80436,
1.3527,0.74441,-0.52409,0.82703,
1.3527,0.74441,-0.51842,0.81084,
1.3527,0.74441,-0.51963,0.8076,
1.3527,0.74441,-0.52449,0.82622,
1.3527,0.74441,-0.5253,0.81732,
1.3527,0.74441,-0.52652,0.81893,
1.3527,0.74441,-0.5253,0.81651,
1.3527,0.74441,-0.51801,0.81165,
1.3527,0.74441,-0.51963,0.80922,
1.3527,0.74441,-0.5253,0.82379,
1.3527,0.74441,-0.51923,0.80679,
1.3527,0.74441,-0.52409,0.82703,
1.3527,0.74441,-0.5253,0.82298,
1.3527,0.74441,-0.5253,0.82298,
1.3527,0.74441,-0.52571,0.81651,
1.3527,0.74441,-0.52004,0.80679,
1.3527,0.74441,-0.51963,0.80679,
1.3527,0.74441,-0.52085,0.80517,
1.3527,0.74441,-0.51963,0.80841,
1.3527,0.74441,-0.52652,0.81732,
1.3527,0.74441,-0.52611,0.82055,
1.3527,0.74441,-0.51923,0.80841,
1.3527,0.74441,-0.52652,0.81974,
1.3527,0.74441,-0.51882,0.81246,
1.3527,0.74441,-0.51963,0.8076,
1.3527,0.74441,-0.52166,0.81408,
1.3527,0.74441,-0.5253,0.82379,
1.3527,0.74441,-0.52611,0.81974,
1.3527,0.74441,-0.52611,0.82136,
1.3527,0.74441,-0.52368,0.81489,
1.3527,0.74441,-0.52166,0.8157,
1.3527,0.74441,-0.51963,0.8246,
1.3527,0.74441,-0.51801,0.82622,
1.3527,0.74441,-0.51842,0.82622,
1.3527,0.74441,-0.52004,0.81732,
1.3527,0.74441,-0.51518,0.81489,
1.3527,0.74441,-0.51963,0.81651,
1.3527,0.74441,-0.51923,0.82379,
1.3527,0.74441,-0.51559,0.8157,
1.3527,0.74441,-0.51559,0.81408,
1.3527,0.74441,-0.51397,0.80598,
1.3527,0.74441,-0.52085,0.81732,
1.3527,0.74441,-0.51356,0.8076,
1.3527,0.74441,-0.51437,0.80517,
1.3527,0.74441,-0.51721,0.82784,
1.3527,0.74441,-0.51316,0.80841,
1.3527,0.74441,-0.51478,0.80436,
1.3527,0.74441,-0.51437,0.80598,
1.3527,0.74441,-0.5168,0.82784,
1.3527,0.74441,-0.51963,0.82136,
1.3527,0.74441,-0.51397,0.81327,
1.3527,0.74441,-0.51721,0.82703,
1.3527,0.74441,-0.5168,0.82379,
1.3527,0.74441,-0.51801,0.82622,
1.3527,0.74441,-0.51599,0.82055,
1.3527,0.74441,-0.51801,0.8157,
1.3527,0.74441,-0.52044,0.81974,
1.3527,0.74441,-0.51923,0.82379,
1.3527,0.74441,-0.51882,0.82622,
1.3527,0.74441,-0.52085,0.81813,
1.3527,0.74441,-0.52044,0.81974,
1.3527,0.74441,-0.51397,0.81327,
1.3527,0.74441,-0.52085,0.81732,
1.3527,0.74441,-0.51235,0.81003,
1.3527,0.74441,-0.5164,0.82298,
1.3527,0.74441,-0.51397,0.80679,
1.3527,0.74441,-0.51842,0.82703,
1.3527,0.74441,-0.51316,0.80922,
1.3527,0.74441,-0.51761,0.82865,
1.3527,0.74441,-0.51397,0.80436,
1.3527,0.74441,-0.51559,0.8157,
1.3527,0.74441,-0.51235,0.81003,
1.3527,0.74441,-0.52044,0.81974,
1.3527,0.74441,-0.5168,0.82622,
1.3527,0.74441,-0.51478,0.80598,
1.3527,0.74441,-0.52085,0.81813,
1.3527,0.74441,-0.51801,0.8157,
1.3527,0.74441,-0.52085,0.81893,
1.3527,0.74441,-0.51316,0.81003,
1.3527,0.74441,-0.51316,0.80922,
1.3527,0.74441,-0.51559,0.81408,
1.3527,0.74441,-0.5164,0.81489,
1.3527,0.74441,-0.52085,0.81974,
1.3527,0.74441,-0.51518,0.81003,
1.3527,0.74441,-0.51316,0.80841,
1.3527,0.74441,-0.51032,0.8076,
1.3527,0.74441,-0.51235,0.82622,
1.3527,0.74441,-0.50749,0.80679,
1.3527,0.74441,-0.50911,0.81084,
1.3527,0.74441,-0.50992,0.82217,
1.3527,0.74441,-0.50992,0.81893,
1.3527,0.74441,-0.51356,0.82379,
1.3527,0.74441,-0.51154,0.82784,
1.3527,0.74441,-0.51073,0.81651,
1.3527,0.74441,-0.51073,0.82541,
1.3527,0.74441,-0.51194,0.82703,
1.3527,0.74441,-0.51154,0.82865,
1.3527,0.74441,-0.50668,0.81003,
1.3527,0.74441,-0.51032,0.82217,
1.3527,0.74441,-0.51356,0.82298,
1.3527,0.74441,-0.50992,0.82055,
1.3527,0.74441,-0.51154,0.82946,
1.3527,0.74441,-0.51235,0.82622,
1.3527,0.74441,-0.50709,0.80922,
1.3527,0.74441,-0.50628,0.81084,
1.3527,0.74441,-0.50628,0.81084,
1.3527,0.74441,-0.50951,0.8157,
1.3527,0.74441,-0.51437,0.82055,
1.3527,0.74441,-0.50992,0.81974,
1.3527,0.74441,-0.51235,0.82703,
1.3527,0.74441,-0.50547,0.81084,
1.3527,0.74441,-0.50182,0.80517,
1.3527,0.74441,-0.50223,0.80598,
1.3527,0.74441,-0.50425,0.82622,
1.3527,0.74441,-0.50425,0.82055,
1.3527,0.74441,-0.50263,0.81003,
1.3527,0.74441,-0.50142,0.81246,
1.3527,0.74441,-0.50344,0.81327,
1.3527,0.74441,-0.50425,0.81408,
1.3527,0.74441,-0.50749,0.82217,
1.3527,0.74441,-0.50506,0.81489,
1.3527,0.74441,-0.49777,0.8157,
1.3527,0.74441,-0.49332,0.81084,
1.3527,0.74441,-0.5002,0.82541,
1.3527,0.74441,-0.50101,0.81651,
1.3527,0.74441,-0.50304,0.81893,
1.3527,0.74441,-0.49899,0.82865,
1.3527,0.74441,-0.49535,0.80679,
1.3527,0.74441,-0.49454,0.81003,
1.3527,0.74441,-0.49737,0.81408,
1.3527,0.74441,-0.49899,0.82865,
1.3527,0.74441,-0.49575,0.80598,
1.3527,0.74441,-0.50223,0.81732,
1.3527,0.74441,-0.49332,0.82865,
1.3527,0.74441,-0.48887,0.8076,
1.3527,0.74441,-0.49049,0.80841,
1.3527,0.74441,-0.49454,0.8246,
1.3527,0.74441,-0.4917,0.81408,
1.3527,0.74441,-0.49413,0.82541,
1.3527,0.74441,-0.49454,0.82541,
1.3527,0.74441,-0.48927,0.80598,
1.3527,0.74441,-0.49575,0.82136,
1.3527,0.74441,-0.49008,0.80679,
1.3527,0.74441,-0.48846,0.80922,
1.3527,0.74441,-0.49089,0.81732,
1.3527,0.74441,-0.48725,0.82865,
1.3527,0.74441,-0.49049,0.81974,
1.3527,0.74441,-0.48927,0.82055,
1.3527,0.74441,-0.48685,0.82946,
1.3527,0.74441,-0.4832,0.80598,
1.3527,0.74441,-0.48361,0.80517,
1.3527,0.74441,-0.48482,0.81489,
1.3527,0.74441,-0.47592,0.81084,
1.3527,0.74441,-0.48401,0.82136,
1.3527,0.74441,-0.48158,0.82703,
1.3527,0.74441,-0.47875,0.81408,
1.3527,0.74441,-0.47956,0.81893,
1.3527,0.74441,-0.48199,0.8157,
1.3527,0.74441,-0.48523,0.81732,
1.3527,0.74441,-0.48158,0.82703,
1.3527,0.74441,-0.47592,0.80922,
1.3527,0.74441,-0.48482,0.81813,
1.3527,0.74441,-0.48239,0.8246,
1.3527,0.74441,-0.4828,0.8157,
1.3527,0.74441,-0.46944,0.81003,
1.3527,0.74441,-0.47187,0.80841,
1.3527,0.74441,-0.47187,0.81084,
1.3527,0.74441,-0.4747,0.82946,
1.3527,0.74441,-0.47065,0.80679,
1.3527,0.74441,-0.47106,0.81246,
1.3527,0.74441,-0.46903,0.81084,
1.3527,0.74441,-0.46863,0.82055,
1.3527,0.74441,-0.47308,0.81732,
1.3527,0.74441,-0.46499,0.80598,
1.3527,0.74441,-0.47065,0.8157,
1.3527,0.74441,-0.46701,0.81651,
1.3527,0.74441,-0.4658,0.8076,
1.3527,0.74441,-0.46377,0.81084,
1.3527,0.74441,-0.46701,0.81408,
1.3527,0.74441,-0.46822,0.8157,
1.3527,0.74441,-0.46984,0.82703,
1.3527,0.74441,-0.46458,0.81246,
1.3527,0.74441,-0.46742,0.82217,
1.3527,0.74441,-0.47065,0.8157,
1.3527,0.74441,-0.47146,0.82136,
1.3527,0.74441,-0.46822,0.81813,
1.3527,0.74441,-0.46175,0.82136,
1.3527,0.74441,-0.4577,0.81165,
1.3527,0.74441,-0.46053,0.81651,
1.3527,0.74441,-0.45932,0.81327,
1.3527,0.74441,-0.4573,0.80922,
1.3527,0.74441,-0.46094,0.81974,
1.3527,0.74441,-0.45932,0.80841,
1.3527,0.74441,-0.46539,0.82136,
1.3527,0.74441,-0.46094,0.82217,
1.3527,0.74441,-0.4581,0.8076,
1.3527,0.74441,-0.45972,0.81165,
1.3527,0.74441,-0.46458,0.82379,
1.3527,0.74441,-0.45649,0.81084,
1.3527,0.74441,-0.46256,0.8246,
1.3527,0.74441,-0.45203,0.8076,
1.3527,0.74441,-0.45932,0.81651,
1.3527,0.74441,-0.46013,0.81974,
1.3527,0.74441,-0.45891,0.82298,
1.3527,0.74441,-0.45163,0.80841,
1.3527,0.74441,-0.45487,0.82379,
1.3527,0.74441,-0.45406,0.81327,
1.3527,0.74441,-0.46053,0.82055,
1.3527,0.74441,-0.45082,0.81003,
1.3527,0.74441,-0.45406,0.81408,
1.3527,0.74441,-0.45649,0.82865,
1.3527,0.74441,-0.45203,0.80679,
1.3527,0.74441,-0.45568,0.82379,
1.3527,0.74441,-0.45406,0.81408,
1.3527,0.74441,-0.45446,0.81732,
1.3527,0.74441,-0.45041,0.81084,
1.3527,0.74441,-0.45365,0.81003,
1.3527,0.74441,-0.45527,0.82217,
1.3527,0.74441,-0.45487,0.82055,
1.3527,0.74441,-0.45163,0.80841,
1.3527,0.74441,-0.45406,0.81327,
1.3527,0.74441,-0.45041,0.81003,
1.3527,0.74441,-0.45365,0.81246,
1.3527,0.74441,-0.45041,0.81084,
1.3527,0.74441,-0.45446,0.81651,
1.3527,0.74441,-0.46013,0.82136,
1.3527,0.74441,-0.45932,0.81651,
1.3527,0.74441,-0.45851,0.8246,
1.3527,0.74441,-0.45527,0.81408,
1.3527,0.74441,-0.45244,0.80517,
1.3527,0.74441,-0.45487,0.81327,
1.3527,0.74441,-0.45325,0.81246,
1.3527,0.74441,-0.45932,0.81732,
1.3527,0.74441,-0.45163,0.80841,
1.3527,0.74441,-0.45527,0.82055,
1.3527,0.74441,-0.46053,0.81893,
1.3527,0.74441,-0.45608,0.82865,
1.3527,0.74441,-0.45851,0.82379,
1.3527,0.74441,-0.45932,0.81651,
1.3527,0.74441,-0.45244,0.80517,
1.3527,0.74441,-0.45972,0.82136,
1.3527,0.74441,-0.45608,0.83027,
1.3527,0.74441,-0.45041,0.81084,
1.3527,0.74441,-0.45284,0.80436,
1.3527,0.74441,-0.45406,0.81246,
1.3527,0.74441,-0.46539,0.82217,
1.3527,0.74441,-0.46094,0.81813,
1.3527,0.74441,-0.45891,0.81165,
1.3527,0.74441,-0.46053,0.81408,
1.3527,0.74441,-0.45689,0.80922,
1.3527,0.74441,-0.45689,0.81003,
1.3527,0.74441,-0.46134,0.81974,
1.3527,0.74441,-0.46661,0.81813,
1.3527,0.74441,-0.45972,0.81327,
1.3527,0.74441,-0.45851,0.80598,
1.3527,0.74441,-0.46418,0.82541,
1.3527,0.74441,-0.46175,0.81489,
1.3527,0.74441,-0.46418,0.81651,
1.3527,0.74441,-0.46863,0.82784,
1.3527,0.74441,-0.46822,0.81651,
1.3527,0.74441,-0.47268,0.81813,
1.3527,0.74441,-0.46539,0.80517,
1.3527,0.74441,-0.46539,0.80517,
1.3527,0.74441,-0.46458,0.80679,
1.3527,0.74441,-0.46539,0.80517,
1.3527,0.74441,-0.47511,0.8246,
1.3527,0.74441,-0.46984,0.81165,
1.3527,0.74441,-0.47025,0.81165,
1.3527,0.74441,-0.47025,0.80841,
1.3527,0.74441,-0.46944,0.81084,
1.3527,0.74441,-0.47915,0.81813,
1.3527,0.74441,-0.46984,0.80922,
1.3527,0.74441,-0.47632,0.8246,
1.3527,0.74441,-0.46984,0.80841,
1.3527,0.74441,-0.46984,0.81003,
1.3527,0.74441,-0.48239,0.8246,
1.3527,0.74441,-0.47794,0.80679,
1.3527,0.74441,-0.47794,0.8076,
1.3527,0.74441,-0.47875,0.81893,
1.3527,0.74441,-0.47592,0.80922,
1.3527,0.74441,-0.47956,0.81974,
1.3527,0.74441,-0.4828,0.8246,
1.3527,0.74441,-0.48401,0.81651,
1.3527,0.74441,-0.47551,0.81003,
1.3527,0.74441,-0.47996,0.82298,
1.3527,0.74441,-0.48037,0.81084,
1.3527,0.74441,-0.48482,0.81408,
1.3527,0.74441,-0.48604,0.82379,
1.3527,0.74441,-0.48644,0.82703,
1.3527,0.74441,-0.48806,0.82622,
1.3527,0.74441,-0.48523,0.81732,
1.3527,0.74441,-0.48523,0.81732,
1.3527,0.74441,-0.48523,0.81408,
1.3527,0.74441,-0.48685,0.81489,
1.3527,0.74441,-0.48765,0.81651,
1.3527,0.74441,-0.48361,0.80517,
1.3527,0.74441,-0.48968,0.82217,
1.3527,0.74441,-0.4832,0.80517,
1.3527,0.74441,-0.49575,0.81893,
1.3527,0.74441,-0.48806,0.81003,
1.3527,0.74441,-0.49373,0.82865,
1.3527,0.74441,-0.48968,0.81327,
1.3527,0.74441,-0.4913,0.81489,
1.3527,0.74441,-0.49575,0.82136,
1.3527,0.74441,-0.49049,0.81003,
1.3527,0.74441,-0.48968,0.8076,
1.3527,0.74441,-0.48846,0.81246,
1.3527,0.74441,-0.4917,0.81974,
1.3527,0.74441,-0.49251,0.8246,
1.3527,0.74441,-0.49049,0.81327,
1.3527,0.74441,-0.49211,0.8076,
1.3527,0.74441,-0.49899,0.81651,
1.3527,0.74441,-0.49697,0.81165,
1.3527,0.74441,-0.50223,0.82055,
1.3527,0.74441,-0.50223,0.81893,
1.3527,0.74441,-0.49575,0.8076,
1.3527,0.74441,-0.4998,0.82784,
1.3527,0.74441,-0.49818,0.82541,
1.3527,0.74441,-0.50101,0.82379,
1.3527,0.74441,-0.49454,0.80841,
1.3527,0.74441,-0.49939,0.82865,
1.3527,0.74441,-0.4998,0.82703,
1.3527,0.74441,-0.49777,0.81651,
1.3527,0.74441,-0.4998,0.82865,
1.3527,0.74441,-0.50263,0.81974,
1.3527,0.74441,-0.49454,0.80841,
1.3527,0.74441,-0.49899,0.82784,
1.3527,0.74441,-0.49656,0.81084,
1.3527,0.74441,-0.49777,0.82217,
1.3527,0.74441,-0.49697,0.81489,
1.3527,0.74441,-0.49656,0.8076,
1.3527,0.74441,-0.49454,0.81165,
1.3527,0.74441,-0.49575,0.80517,
1.3527,0.74441,-0.49332,0.81165,
1.3527,0.74441,-0.49777,0.81408,
1.3527,0.74441,-0.49697,0.81165,
1.3527,0.74441,-0.49737,0.81651,
1.3527,0.74441,-0.50061,0.8246,
1.3527,0.74441,-0.50142,0.82217,
1.3527,0.74441,-0.49939,0.82865,
1.3527,0.74441,-0.50101,0.81651,
1.3527,0.74441,-0.49697,0.81165,
1.3527,0.74441,-0.49575,0.80517,
1.3527,0.74441,-0.49777,0.82055,
1.3527,0.74441,-0.49332,0.81003,
1.3527,0.74441,-0.49777,0.81893,
1.3527,0.74441,-0.5002,0.8157,
1.3527,0.74441,-0.49737,0.81165,
1.3527,0.74441,-0.49858,0.82298,
1.3527,0.74441,-0.50223,0.82055,
1.3527,0.74441,-0.50223,0.82055,
1.3527,0.74441,-0.49818,0.8157,
1.3527,0.74441,-0.49535,0.82622,
1.3527,0.74441,-0.49332,0.81489,
1.3527,0.74441,-0.49494,0.81732,
1.3527,0.74441,-0.49454,0.82622,
1.3527,0.74441,-0.48765,0.81003,
1.3527,0.74441,-0.48765,0.81084,
1.3527,0.74441,-0.48968,0.80598,
1.3527,0.74441,-0.48846,0.8076,
1.3527,0.74441,-0.49454,0.8246,
1.3527,0.74441,-0.48927,0.80679,
1.3527,0.74441,-0.49656,0.81893,
1.3527,0.74441,-0.48806,0.81165,
1.3527,0.74441,-0.49049,0.81084,
1.3527,0.74441,-0.49535,0.82217,
1.3527,0.74441,-0.48968,0.81327,
1.3527,0.74441,-0.49332,0.82865,
1.3527,0.74441,-0.49008,0.80841,
1.3527,0.74441,-0.49413,0.8157,
1.3527,0.74441,-0.4913,0.82217,
1.3527,0.74441,-0.49697,0.81893,
1.3527,0.74441,-0.49049,0.82055,
1.3527,0.74441,-0.48765,0.82703,
1.3527,0.74441,-0.48806,0.8157,
1.3527,0.74441,-0.48927,0.82217,
1.3527,0.74441,-0.48239,0.80841,
1.3527,0.74441,-0.49049,0.81974,
1.3527,0.74441,-0.48806,0.82703,
1.3527,0.74441,-0.48158,0.81084,
1.3527,0.74441,-0.48685,0.82865,
1.3527,0.74441,-0.48239,0.8076,
1.3527,0.74441,-0.48118,0.81165,
1.3527,0.74441,-0.49089,0.81974,
1.3527,0.74441,-0.4832,0.81408,
1.3527,0.74441,-0.47673,0.80841,
1.3527,0.74441,-0.48442,0.81974,
1.3527,0.74441,-0.48401,0.82136,
1.3527,0.74441,-0.47794,0.80841,
1.3527,0.74441,-0.48037,0.82298,
1.3527,0.74441,-0.48401,0.81732,
1.3527,0.74441,-0.48118,0.81489,
1.3527,0.74441,-0.47592,0.81084,
1.3527,0.74441,-0.47754,0.80679,
1.3527,0.74441,-0.47875,0.81489,
1.3527,0.74441,-0.47632,0.8246,
1.3527,0.74441,-0.47106,0.80598,
1.3527,0.74441,-0.47268,0.81408,
1.3527,0.74441,-0.47268,0.8157,
1.3527,0.74441,-0.46903,0.81165,
1.3527,0.74441,-0.47834,0.81974,
1.3527,0.74441,-0.47754,0.81651,
1.3527,0.74441,-0.47268,0.82055,
1.3527,0.74441,-0.47308,0.81813,
1.3527,0.74441,-0.46539,0.80517,
1.3527,0.74441,-0.46458,0.81246,
1.3527,0.74441,-0.46458,0.80598,
1.3527,0.74441,-0.46863,0.82946,
1.3527,0.74441,-0.47065,0.8246,
1.3527,0.74441,-0.46863,0.82946,
1.3527,0.74441,-0.47025,0.82541,
1.3527,0.74441,-0.46499,0.82703,
1.3527,0.74441,-0.4662,0.82136,
1.3527,0.74441,-0.46377,0.82622,
1.3527,0.74441,-0.46215,0.82784,
1.3527,0.74441,-0.45972,0.81408,
1.3527,0.74441,-0.46539,0.82217,
1.3527,0.74441,-0.46013,0.81489,
1.3527,0.74441,-0.46013,0.81165,
1.3527,0.74441,-0.45041,0.81003,
1.3527,0.74441,-0.45122,0.80841,
1.3527,0.74441,-0.45851,0.82379,
1.3527,0.74441,-0.45244,0.80679,
1.3527,0.74441,-0.46053,0.81732,
1.3527,0.74441,-0.45649,0.82865,
1.3527,0.74441,-0.45365,0.81246,
1.3527,0.74441,-0.45122,0.81003,
1.3527,0.74441,-0.45284,0.82865,
1.3527,0.74441,-0.45244,0.82541,
1.3527,0.74441,-0.44434,0.81084,
1.3527,0.74441,-0.44798,0.81489,
1.3527,0.74441,-0.44798,0.8157,
1.3527,0.74441,-0.44718,0.80922,
1.3527,0.74441,-0.45446,0.81893,
1.3527,0.74441,-0.44596,0.80679,
1.3527,0.74441,-0.45244,0.8246,
1.3527,0.74441,-0.44434,0.81084,
1.3527,0.74441,-0.44596,0.82622,
1.3527,0.74441,-0.44434,0.82946,
1.3527,0.74441,-0.44394,0.83027,
1.3527,0.74441,-0.44798,0.82055,
1.3527,0.74441,-0.43625,0.81489,
1.3527,0.74441,-0.44151,0.82055,
1.3527,0.74441,-0.44029,0.8157,
1.3527,0.74441,-0.43827,0.82865,
1.3527,0.74441,-0.43544,0.81165,
1.3527,0.74441,-0.43948,0.82541,
1.3527,0.74441,-0.44029,0.8246,
1.3527,0.74441,-0.43948,0.82703,
1.3527,0.74441,-0.43463,0.81408,
1.3527,0.74441,-0.43625,0.8246,
1.3527,0.74441,-0.42653,0.81084,
1.3527,0.74441,-0.43058,0.81327,
1.3527,0.74441,-0.43503,0.82217,
1.3527,0.74441,-0.43139,0.82703,
1.3527,0.74441,-0.42896,0.80922,
1.3527,0.74441,-0.43341,0.82541,
1.3527,0.74441,-0.4326,0.81489,
1.3527,0.74441,-0.43301,0.82784,
1.3527,0.74441,-0.43098,0.8246,
1.3527,0.74441,-0.42977,0.82136,
1.3527,0.74441,-0.42977,0.82055,
1.3527,0.74441,-0.42977,0.82136,
1.3527,0.74441,-0.42855,0.82379,
1.3527,0.74441,-0.42086,0.8076,
1.3527,0.74441,-0.43017,0.82055,
1.3527,0.74441,-0.42734,0.82622,
1.3527,0.74441,-0.42653,0.82784,
1.3527,0.74441,-0.42289,0.81165,
1.3527,0.74441,-0.4241,0.81893,
1.3527,0.74441,-0.41722,0.81246,
1.3527,0.74441,-0.4237,0.82055,
1.3527,0.74441,-0.42329,0.82136,
1.3527,0.74441,-0.41924,0.8246,
1.3527,0.74441,-0.41803,0.81732,
1.3527,0.74441,-0.4156,0.80517,
1.3527,0.74441,-0.41722,0.81327,
1.3527,0.74441,-0.41358,0.81084,
1.3527,0.74441,-0.41722,0.81165,
1.3527,0.74441,-0.41762,0.81489,
1.3527,0.74441,-0.42086,0.82784,
1.3527,0.74441,-0.42046,0.81651,
1.3527,0.74441,-0.41358,0.81327,
1.3527,0.74441,-0.41277,0.82298,
1.3527,0.74441,-0.41641,0.82379,
1.3527,0.74441,-0.41034,0.81246,
1.3527,0.74441,-0.41236,0.81974,
1.3527,0.74441,-0.41843,0.81893,
1.3527,0.74441,-0.41155,0.81489,
1.3527,0.74441,-0.41722,0.82136,
1.3527,0.74441,-0.41115,0.81489,
1.3527,0.74441,-0.40953,0.80436,
1.3527,0.74441,-0.41277,0.82298,
1.3527,0.74441,-0.4152,0.82541,
1.3527,0.74441,-0.41074,0.82865,
1.3527,0.74441,-0.40386,0.81165,
1.3527,0.74441,-0.41236,0.81974,
1.3527,0.74441,-0.40629,0.82217,
1.3527,0.74441,-0.40548,0.81813,
1.3527,0.74441,-0.41034,0.82298,
1.3527,0.74441,-0.40872,0.82622,
1.3527,0.74441,-0.40912,0.82541,
1.3527,0.74441,-0.40386,0.80841,
1.3527,0.74441,-0.40791,0.81489,
1.3527,0.74441,-0.40427,0.81246,
1.3527,0.74441,-0.41155,0.82055,
1.3527,0.74441,-0.40508,0.81246,
1.3527,0.74441,-0.4075,0.82865,
1.3527,0.74441,-0.40184,0.80841,
1.3527,0.74441,-0.4075,0.83027,
1.3527,0.74441,-0.40548,0.81246,
1.3527,0.74441,-0.40872,0.82784,
1.3527,0.74441,-0.40912,0.82622,
1.3527,0.74441,-0.41034,0.82379,
1.3527,0.74441,-0.40548,0.81651,
1.3527,0.74441,-0.40427,0.80841,
1.3527,0.74441,-0.41115,0.81651,
1.3527,0.74441,-0.40831,0.82784,
1.3527,0.74441,-0.41155,0.81732,
1.3527,0.74441,-0.40224,0.8076,
1.3527,0.74441,-0.40791,0.82865,
1.3527,0.74441,-0.40993,0.8157,
1.3527,0.74441,-0.40629,0.8076,
1.3527,0.74441,-0.41601,0.82379,
1.3527,0.74441,-0.41196,0.81893,
1.3527,0.74441,-0.40953,0.80517,
1.3527,0.74441,-0.41317,0.82703,
1.3527,0.74441,-0.4152,0.82622,
1.3527,0.74441,-0.41398,0.82946,
1.3527,0.74441,-0.4152,0.8157,
1.3527,0.74441,-0.40953,0.80517,
1.3527,0.74441,-0.4075,0.81003,
1.3527,0.74441,-0.41601,0.82379,
1.3527,0.74441,-0.41722,0.81732,
1.3527,0.74441,-0.41277,0.82703,
1.3527,0.74441,-0.41641,0.81246,
1.3527,0.74441,-0.41641,0.81246,
1.3527,0.74441,-0.42248,0.8246,
1.3527,0.74441,-0.42167,0.82541,
1.3527,0.74441,-0.41924,0.81327,
1.3527,0.74441,-0.42167,0.82622,
1.3527,0.74441,-0.41803,0.81327,
1.3527,0.74441,-0.41682,0.81165,
1.3527,0.74441,-0.41439,0.80841,
1.3527,0.74441,-0.4237,0.82055,
1.3527,0.74441,-0.42289,0.82298,
1.3527,0.74441,-0.4152,0.80679,
1.3527,0.74441,-0.42734,0.82541,
1.3527,0.74441,-0.42774,0.82541,
1.3527,0.74441,-0.42613,0.82784,
1.3527,0.74441,-0.43058,0.81813,
1.3527,0.74441,-0.42248,0.80517,
1.3527,0.74441,-0.42653,0.81489,
1.3527,0.74441,-0.4237,0.8157,
1.3527,0.74441,-0.42167,0.80679,
1.3527,0.74441,-0.43098,0.82703,
1.3527,0.74441,-0.43139,0.82622,
1.3527,0.74441,-0.43706,0.81813,
1.3527,0.74441,-0.43301,0.82622,
1.3527,0.74441,-0.43017,0.81327,
1.3527,0.74441,-0.43584,0.82055,
1.3527,0.74441,-0.42896,0.80922,
1.3527,0.74441,-0.4407,0.82298,
1.3527,0.74441,-0.43867,0.81408,
1.3527,0.74441,-0.43989,0.8246,
1.3527,0.74441,-0.43625,0.81327,
1.3527,0.74441,-0.43422,0.81165,
1.3527,0.74441,-0.43867,0.82784,
1.3527,0.74441,-0.43179,0.81084,
1.3527,0.74441,-0.43989,0.8157,
1.3527,0.74441,-0.44475,0.82622,
1.3527,0.74441,-0.44232,0.81408,
1.3527,0.74441,-0.4411,0.80922,
1.3527,0.74441,-0.44191,0.81408,
1.3527,0.74441,-0.44879,0.81813,
1.3527,0.74441,-0.43908,0.80841,
1.3527,0.74441,-0.44475,0.82865,
1.3527,0.74441,-0.44151,0.81003,
1.3527,0.74441,-0.45365,0.82217,
1.3527,0.74441,-0.45082,0.82865,
1.3527,0.74441,-0.45406,0.81651,
1.3527,0.74441,-0.45406,0.81732,
1.3527,0.74441,-0.45365,0.81327,
1.3527,0.74441,-0.4573,0.82784,
1.3527,0.74441,-0.4581,0.82541,
1.3527,0.74441,-0.4581,0.82541,
1.3527,0.74441,-0.45406,0.81489,
1.3527,0.74441,-0.45041,0.81003,
1.3527,0.74441,-0.4581,0.81651,
1.3527,0.74441,-0.45932,0.80841,
1.3527,0.74441,-0.46256,0.83027,
1.3527,0.74441,-0.46256,0.82703,
1.3527,0.74441,-0.46418,0.82541,
1.3527,0.74441,-0.46296,0.82865,
1.3527,0.74441,-0.45689,0.81084,
1.3527,0.74441,-0.4658,0.82541,
1.3527,0.74441,-0.46742,0.82217,
1.3527,0.74441,-0.46903,0.82865,
1.3527,0.74441,-0.47268,0.81813,
1.3527,0.74441,-0.46742,0.82298,
1.3527,0.74441,-0.46984,0.82622,
1.3527,0.74441,-0.46418,0.81165,
1.3527,0.74441,-0.46903,0.8157,
1.3527,0.74441,-0.47187,0.82541,
1.3527,0.74441,-0.47592,0.82379,
1.3527,0.74441,-0.47875,0.81893,
1.3527,0.74441,-0.47511,0.8157,
1.3527,0.74441,-0.47632,0.82379,
1.3527,0.74441,-0.47592,0.82622,
